Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-08-31,36,10.64898/2026.08.26.26361421,1,"medical education","EXCLUSIVE BREASTFEEDING AMONG WORKING MOTHERS IN GHANA: EVIDENCE FROM THE 2022 GHANA DEMOGRAPHIC AND HEALTH SURVEY.","Siddiq, A. I.; Saafu, I.; Borkor, E. T.; Vondee, E.; Sampana, F. T.; Okine, B.","BackgroundExclusive breastfeeding may protect infants against common infections and support healthy growth and development. Working mothers may face constraints on exclusive breastfeeding arising from work schedules, separation from their infants, and inadequate breastfeeding support. National evidence on the individual, healthcare-related, and contextual factors associated with exclusive breastfeeding among working Ghanaian mothers appears to remain limited.  DesignCross-sectional secondary analysis.  SettingNationally representative survey covering urban and rural communities across all 16 administrative regions of Ghana.  ParticipantsThe analysis included 620 currently working mothers whose youngest living infants were aged 0-5 completed months and lived with them. The complete-case multivariable analysis included 619 mother-infant pairs.  Primary outcome measureCurrent exclusive breastfeeding, defined using the standard 24-hour infant-feeding indicator. Infants were classified as exclusively breastfed when they received breast milk without water, formula, animal milk, other liquids, or solid or semi-solid foods during the preceding day or night. Oral rehydration solution, vitamins, minerals and prescribed medicines were permitted.  AimTo estimate the prevalence of exclusive breastfeeding and examine its individual, healthcare-related and contextual correlates among working mothers of infants aged 0-5 months in Ghana.  MethodsBirth Recode data from the 2022 Ghana Demographic and Health Survey were analysed. Unweighted frequencies and survey-weighted percentages described the study population. Design-adjusted Wald tests assessed bivariate associations. Survey-weighted binary logistic regression estimated adjusted odds ratios (AORs) and 95% confidence intervals (CIs), accounting for sampling weights, primary sampling units, and strata.  ResultsThe survey-weighted prevalence of exclusive breastfeeding was 54.3% (95% CI: 49.2-59.3). Ethnicity, mode of delivery, region, and community poverty appeared to be statistically significant in the bivariate analyses. In the adjusted model, region was jointly associated with exclusive breastfeeding (p = 0.004). Mothers in the Northern (AOR = 4.93; 95% CI: 1.50-16.17) and Savannah (AOR = 4.22; 95% CI: 1.08-16.41) regions had higher odds than mothers in the Western Region. Mothers in low-education communities had lower odds than those in high-education communities (AOR = 0.54; 95% CI: 0.30-0.98). Although Guan mothers had higher odds than Akan mothers, the overall association with ethnicity was non-significant, and the estimate appeared imprecise. Maternal age, individual education, religion, parity, wealth, infant sex, antenatal care, postnatal care, and residence were not independently associated with exclusive breastfeeding.  ConclusionThe prevalence estimate suggests that slightly more than half of working mothers exclusively breastfed their infants. Regional and community differences appeared more pronounced than those associated with most measured individual characteristics. Regionally responsive breastfeeding support and practical community education may contribute to improved coverage. Workplace recommendations require further evidence because employment conditions were not measured directly.  Strengths and limitations{square} The study used nationally representative data covering all 16 regions of Ghana and applied the survey weights, clusters and strata, and may thereby improve the generalisability of the estimates to working mothers of infants aged 0-5 months. {square}Exclusive breastfeeding was reconstructed using the complete standard 24-hour Demographic and Health Survey (DHS) feeding indicator, and mothers who had discontinued breastfeeding remained in the denominator, which may reduce the risk of overestimating prevalence. {square}The cross-sectional design did not establish temporal order or causality, while the 24-hour feeding measure may not reflect feeding practices throughout the period from birth to the interview. {square}Employment was measured only as current working status. Information on occupation, maternity leave, working hours, breastfeeding breaks, childcare arrangements and facilities for expressing and storing milk was unavailable. {square}Small sample sizes in some ethnic and regional categories may have produced wide confidence intervals. Community poverty and education were derived contextual proxies and may not have directly measured community resources, breastfeeding knowledge, or service availability."
2026-09-04,36,10.64898/2026.09.01.26361237,1,"medical education","Evaluating the impact of a gambling harm focused educational intervention on medical students' self-reported confidence: a non-randomised, single-group pre-post study","Albukai, M.; Lovell, A.; Jones, B.; Patel, K.","Background Gambling harm is a significant public health concern that is systematically under-recognised in clinical practice. Despite the recent inclusion of gambling disorder in the General Medical Council's Medical Licensing Assessment content map, gambling harm has been largely absent from undergraduate medical education in the United Kingdom, and structured evaluations of gambling harm teaching delivered to medical students have not, to our knowledge, been reported. Methods A single-group, pre-post study of a teaching session on gambling harm was conducted across three sequential cohorts of Year 4 medical students at King's College London during the 2025-2026 academic year. Outcome measures were collected immediately after the teaching with no follow-up. The session was delivered online by Gambling Harm UK, a registered UK charity, and comprised lived experience testimony and teaching with public health and clinical components. Self-reported confidence across six domains was assessed pre- and post-session on a five-point scale, alongside nine post-session attitudinal statements. Paired confidence data were analysed using the Wilcoxon signed-rank test with Hodges-Lehmann estimates of the median paired difference, with a Bonferroni-corrected significance threshold of p < 0.008 applied within each cohort. Results Sixty-eight paired responses were analysed (completion rates of 28%, 24%, and 32%). Statistically significant improvements in self-reported confidence were observed across all six domains in each cohort. Median confidence rose from 'slightly confident' before the session to 'quite confident' afterwards, with median paired improvements of 1.5 to 2.5 points (all p [&le;] 0.001). Post-session attitudinal responses were positive across all nine items, with lived experience the most strongly endorsed. Conclusions A single online teaching session on gambling harm was associated with significant and consistent improvements in self-reported confidence in recognising and responding to gambling harm across three cohorts of medical students. Whether these gains translate into changes in clinical behaviour requires longer-term, multi-site evaluation with behavioural outcome measures. Medical schools should consider how gambling harm teaching might fit within their curricula and evaluate its introduction, with the aim of normalising asking about gambling in routine social history taking alongside alcohol and smoking."
